,Putting the pussy on a pedestal.
,Putting the pussy on the chainwax.
,"Putting things right, that once went wrong."
,Putting things where they go.
,Putting Tomato Sauce on literally everything you eat
,Putting two spoons of Ketamine in your Nan`s tea.
,putting your hand into the tar-pot
,Putting your hands in the air like you just don't care.
,Pyramid schemes
,Pyramid schemes.
,quaaludes
,Quaaludes.
,Quacking like a duck in lieu of a cogent argument.
,quaffing and drinking
,Quakers with a vengeance
,"Qualifying ""surgical with this bitch"" at the range."
,Quality lethal injection drugs.
,"Quality, affordable menswear."
,Queef Erikson.
,Queefing.
,Queefs
,Queen Elizabeth II
,Queen Elizabeth's immaculate anus.
,Queen Elizabeth’s immaculate anus.
,Queen Elsa
,Queers.
,Questionable bromances.
,Questionable life choices.
,Questionable modern art.
,Questioning authority.
,Questioning if it's appropriate for your teacher to be stroking your back
,Questioning your personal dignity during a spit roast
,Questioning your sexuality
,Queuing.
,Quiche.
,"quick and easy, just the ways I like it"
,Quickies
,Quiet. Absolute quiet. For just five minutes.
,Quietly fingerbanging a fishy trainee.
,Quietly ovulating.
,Quietly tucking my penis under my belt.
,Quilting with Aunt Gertrude.
,Quinoa.
,QUINTUPLETS!!!!!
,Quite the mouthful.
,Quitting your successful career to become an influencer.
,Quivering jowls.
,R. Lee Ermey shitting in his adult diaper.
,R2D2™
,Rabbit Fuck
,Rabies.
,"Raccoon: The other, other dark meat"
,Raccoons With Lightsabers.
,Race wars.
,Racebending
,Rachel Maddow's boyish charm.
,Racial profiling.
,Racially biased employment equity questions.
,Racially-biased employment equity questions.
,Racially-biased SAT questions.
,Racing a penny down the Empire State Building.
,Racing Hoveround Scooters.
,Racing into a hurricane to avoid a menopausing staff officer.
,Racing your friends
,"Racism, sexism, and homophobia."
,Racism.
,Racist Christmas Present
,Racist Emojis.
,Racist frat boys from Alabama.
,racist gibberish
,Racist grandparents
,Racist grandparents.
,racist jokes
,Racist ninjas.
,Racist propoganda from the 1960s.
,Racist Undertones.
,Racists
,Racists for Trump.
,Rad Trads.
,Radical hospitality.
,Radical Islamic terrorism.
,Radical socialism.
,Radio-controlled shock collars.
,Radio-sensitive tooth fillings
,Radioactive foreskin
,Rage.
,Raging hormones.
,"Raging hot, sweaty sex with a co-worker."
,raging narcissism
,Raider Rash.
,Rainbow cumdrops.
,Rainbow Dash™ droppings
,Rainbow snowcones.
,Rainbow wigs.
,Rainbows and Unicorns.
,Rainy birthdays
,Raising awareness about your awareness raising campaign
,Raising money to cure diseases.
,Raising tariffs and making China pay for it.
,Raising the minimum inheritance.
,Raising the minimum rage.
,Raising three kids on minimum wage.
,Raking dirt.
,Raking in cash for Confirmation.
,Ramen Noodles.
,Rameses.
,RAMMING SPEED!
,Rampant misogyny and sexual harassment.
,Ranch dressing.
,Rancid breastmilk.
,Random attacks
,Random conversations at the smoke pit.
,Random hairs from your ex on everything.  Including your underwear.
,random inquiries
,Random prescription side effects.
,Random Technobabble.
,Random webcam hook-ups.
,"Random, pretentious reference to Greek Mythology."
,Randy. FUCKING. Newman
,rank and not-to-be-endured riots
,Rank ass breath.
,Raodhead
,Rap music.
,Rape
,Rape being perfectly acceptable as long as it was enjoyed by everyone.
,Rape victims making fun of virgins.
,Rape victims.
,rapidly shoving it straight out
,Raping a group of celibate nuns.
,Raping an alter boy.
,Raping and pillaging.
,Rapist Brock Turner
,Rapping with a speech impediment.
,Raptor attacks.
,Raptor Jesus.
,Raspberry lamingtons
,Rat fucking the Crayola® box.
,Rat Shit
,Rated-R stuff.
,Rationalizing the terrible things you have seen and done in combat.
,ratsbane in my mouth
,Raving lunatics.
,Raw Face Is Just Gross.
,Raw sewage.
,RAWR velociraptor.
,Razorblade Filled Candy
,"Re-enlisting for Hawaii, but getting Fort Polk'ed."
,Re-enlisting in a whore house.
,Re-enlisting with a hopeful smile.
,Re-gifted fruitcake.
,Re-gifting.
,"Re-inventing what it means to ""Doggy-Style""."
,Re-stain your patio with pig's blood.
,Reaching an age where barbecue chips are better than sex.
,Reaching out and “touching” someone.
,Reaching out and touching someone
,Reaching sexual climax.
,"Reaching the fabled, distant age of 30."
,"Reaching your hand in the Salvation Army bucket to make it look like you're donating, but really you're stealing that shit."
,Reading a friend's profile and realizing you two should totally hook up.
,Reading a headline about a trophy hunter being eaten by hyenas.
,Reading an entire book.
,Reading erotic braille with your penis.
,Reading in the bathroom
,Reading the comments.
,Reading the entire End-User License Agreement.
,Reading the entire Harry Potter series in one week
,Reading The Hobbit under the covers while mom and dad scream at each other downstairs.
,Reading The Porn Myth in public.
,Reading the same book over and over and over and over again
,Reading the Song of Solomon with my parents.
,Reading too much Ayn Rand.
,"ready or not, here I come!"
,Real cheese flavor.
,Real News.
,Real-time data collection
,Realising all the cum hasn't come out on the commute to work
,Realising that Derren Brown is a cock muncher
,Realising there are shows over the powerline at your Nan's place
,Realising your reputation as the office bike
,Realistic expectations.
,Reality TV
,"Realizing ""cribs"" is not just a TV show."
,Realizing a consultant makes 4x your monthly pay in one day
,Realizing Colorado natives were actually the Native Americans.
,Realizing Dad isn't coming home.
,Realizing halfway through a great date that you forgot to tweeze those nipple hairs.
,"Realizing how wrong you are, but still arguing for the hell of it."
,Realizing I left the Savior behind in the Temple.
,Realizing I won't be able to retire until I'm 85.
,Realizing Jasmine was a boy after you kissed her… him.
,"Realizing she's dead, but finishing anyway."
,Realizing that John Wayne was full of shit this whole time.
,Realizing that today will require underwear.
,Realizing that you're the asshole.
,Realizing the hospital doesn't allow video cameras in the delivery room.
,Realizing the Kama Sutra is actually really lame.
,Realizing the only two phone numbers you know are your spouse's and OB/GYN's.
,Realizing the pre-kids you was so wrong about everything
,Realizing they are growing up to be just like you
,Realizing they know when you have sex
,"Realizing this isn't a date, it's a chance for the person to share their love of Jesus with someone new."
,Realizing too late that your medication is for rectal use only.
,Realizing you have baby shit in your hair
,"Realizing you have become joyless, platonic roommates."
,Realizing you're doomed to a life of mediocrity.
,Realizing you've just been too honest with someone to continue being friends.
,Realizing your child will never earn an athletic scholarship
,really bad BO
,Really bad breath
,Really exciting stuff that is really important and really amazing.
,Really letting yourself go.
,Really long fingernails
,Really lost in translation.
,"Really loud, camp and annoying gay people."
,Really screwing somebody
,Really tall people.
,Really Tight Leather Pants
,"Really, really rich breath."
,really? you've never been inside?
,Reaping what you sow.
,Rear Ended
,rearing and plunging
,Receiving flowers on your first date that smell like rotting flesh.
,Receiving indirect fire when all you wanted to do was masturbate in the shower trailer.
,Receiving Last Rites multiple times.
,Receiving oral sex.
,Receiving participation trophies.
,Receiving the coveted Blue Falcon Award for noticing the Adam's Apple but letting your bro take home the tranny anyway.
,Receiving the death sentence.
,Receiving the weinering of a lifetime.
,Recess dancers fucking in the woods.
,"Recess dancers who don’t understand that, if you’re in a hotel, they have these magical things called showers."
,Recieving the Eucharist in hand.
,Reciprocal foot fucking.
,Recite my parent's wedding vows while flogging myself.
,Reckless pregaming.
,Recklessly abandoning the guage swatch.
,Reclaiming millions of amazing low-skilled jobs for America.
,Recognizable fruit in the diaper
,Recognizing your cousin on PornHub
,Recommending self-help books I've never read.
,Reconciling quantum theory with general relativity.
,Record levels of grizzly bear crime.
,Recreating the Iwo Jima flag raising using two blow-up dolls and a stolen golf flag.
,Recreating your penis using a 3D printer.
,Recreational drugs.
,Recreational Larium
,Recruit Heaven.
,Recruit Training.
,Recruiters sexting underage high school students.
,Recruits.
,Rectal bleaching.
,Rectal Feeding
,Rectal feeding.
,Rectal Rangers
,rectal thermometers
,Rectal thermometers.
,Rectangles.
,Red and blue pills
,Red light cameras
,Red mercury
,Red Neck Family Values
,Red shirts
,Red Shirts.
,Red states
,red-cheeked dancing girls
,Redecorating with spill proof fabrics
,Rednecks
,Rednecks with a full set of teeth.
,Rednecks with to much mascara on.
,Rednecks with too much mascara on.
,Rednecks.
,Redtube.com
,"Reenacting Cvil War battles with ""Black Lives Matter"" activists."
,Reeva Steenkamp.
,Reevaluating everything every day.
,Referencing the Catechism
,"Referring to Avril Lavigne as ""classic rock""."
,Referring to black people as darkies.
,"Referring to everyone, including your dependents, as dick necks."
,"Referring to outsiders as ""905ers"""
,"Referring to stolen valor as being ""trans-veteran."""
,Referring to the Marine Corps Ball as prom.
,Referring to your rackmate as a human-shaped bag of assholes.
,"Referring to your vagina as ""The Wage Gap."""
,"Refocusing federal aid programs on proven interventions, like charity golf."
,Reframe the narrative!
,Refried beans.
,Refusing to go up a size.
,Refusing to let glaciers out-negotiate us any longer.
,Refusing to marry the gays.
,Refusing to scrifice to pagan gods.
,Refusing to shave.
,Refusing to vaccinate your kids.  Not because you're anti-vaccine.  You just hate your kids.
,Refusing to wear deodorant.
,Regime change
,Regional Fuel Tax
,Registering to vote.
,Regrettable life choices
,Regrettably marrying a gigantic ham beast for the BAH.
,Regretting a sexual encounter
,Regretting the spicy lunchtime burrito mid anal
,Regretting you didn't use any contraception
,Regretting you gave your anal virginity away so cheaply
,Regretting your infidelity
,Regular chaps.
,Regularly making very bad choices.
,Regulations outlining female facial hair standards.
,Regurgitating a half-digested sparrow.
,Rehab
,Rehab.
,Reincarnation of Jesus.
,Reince Pubis.
,Reindeer semen.
,rejecting Heaven's good gifts
,Relationship milestones in the Adoration chapel.
,Relaxed-fit golf pants.
,Relearning algebra to help them with homework
,release the Kraken!!!
,Releasing gas in a crowd
,Releasing the Kraken.
,Relentless hate for any Australian except on ANZAC day
,Relentlessly insisting that you were right all along.
,Religious fanatic psychopaths.
,Religious intolerance.
,Religious tolerance.
,Reliving the glory days
,Reluctant anal.
,Remember the Angelfish. Just float.
,Remembering Chubby's when it was flaccid.
,Remembering how much fun a rattle can be… at first.
,Remembering that you're part of the best damn lifesaving service on the planet!
,Remembering the first thing you put into your vagina
,Reminding legs that being Airborne makes you better than them.
,Reminding yourself not to start a conversation about your to-do list after your mind wanders during sex.
,"Renaming Canada ""United States, Jr."""
,Renaming the Redskins.
,Rendering the fat of your enemies over a burning pile of baby parts and techincal manuals.
,Renewable dick energy.
,Reorganizing the conex. Again. For the sixth time.
,Reparations for slavery.
,Repeal and replace!
,Repealing Obama's drapes on Day 1.
,Repealing the First Amendment.
,Repeatedly coming out as bisexual.
,"Repeating "" I could've been a SEAL"" until you actually believe it."
,Repeating everything an adult says until they go crazy
,Rephrasing it as an “I feel” statement.
,Replace the mistletoe with reefer.
,Replacing Common Core with The Best Core.
,Replacing healthy school lunches with a well-done steak and ketchup.
,Replacing someone's birth control pills with tic tacs®.
,Replacing the Senate with a Twitter poll.
,Replacing the soap in the bathroom dispenser with human semen.
,"Replacing the term ""Battle Buddy"" with ""Warrior Companion."""
,Replacing the U.N. with WrestleMania.
,Replacing your ribbon rack with replica Pokémon™ badges.
,"Replying to the 1st Sgt with ""OORAH"" no matter what is asked of you."
,Representing the entire black community.
,Repressed memories.
,Repressed scout-leader memories.
,Repression.
,Reptilian Senators.
,Reptilians.
,Republican Jesus.®
,Republicans.
,"reputation,
reputation,
reputation"
,Requesting a chaplain to perform an invocation at your court-martial.
,Requesting a paternity test.
,Requesting an epidural too late.
,Rereading my own hilarious posts.
,Reruns of The Golden Girls.
,Rescue Swimmers doing gainers out of the helicopter.
,"Rescued ""refugees"" comandeering your ship."
,Resenting getting kicked out of the room when Game of Thrones comes on.
,Resenting the made up bullshit in your performance review
,Resenting your boss's bullshit feedback
,Resenting your more successful siblings
,Resenting your partner for fucking your friend before you got together
,Resenting your wobbly bits in the mirror
,Resentment
,Reserving DFID funds for the abortions
,Resort Hot Tub
,Respecting my authoritah!!!
,Respecting personal boundaries.
,Respecting woman.
,"Responding to everything I hear with ""Yeet""."
,Ressurecting the Nazis.
,Resting bitch face.
,Resting my balls on the table.
,Resting Rich Face.
,Resting your balls on the dining room table.
,Restless leg syndrome.
,Restoring Germany to its former glory.
,Restraining orders.
,Results-driven facials.
,Resurfacing in a new country with a foreign name.
,Resurrecting an army of six million Jews and conquering Germany.
,Retreating to the mountains.
,Retrograde Ejaculation
,Returing your ex's stockings to her – after you've tied up your new girlfriend with them.
,Returning in a time machine to command armies of fascism to a sweeping victory in the 1940s.
,Retweeting unflattering photos of ISIS' wives.
,Reusable menstraul products
,Reusable shopping bags
,Reusing condoms.
,Revenge cunnilingus… It just feels so good.
,Revenge fucking.
,Revenge gifting annoying toys
,Revenge porn
,Revenge Sex
,Reverse cowgirl
,Reverse cowgirl.
,Reverse gentrification.
,reverse racism
,Reversing the Earth's rotation
,Revolution
,Riaan cruywagen.
,Ribbed for her pleasure.
,Ribs so good they transcend race and class.
,Rich Corinthian leather.
,Rich kids trying to be hood.
,rich mottled old cheese
,Rich old white men.
,Rich people.
,"Richi McCaw; the PM we want, but will never deserve"
,Richie McCaw's 12th concussion
,Rick Jeanneret slowly licking the side of your face.
,Rick Perry.
,Rick Santorum.
,Rick Santorum's lackluster endorsement.
,Rick The Temp
,Ricky Bobby.
,Ride a walrus to my 10th year high school reunion.
,ridiculous smiling
,Ridin' dirty.
,Riding a burro to a Taco Bell.
,Riding a dildo with the door open.
,Riding a donkey off into the sunset
,Riding a fucking unicorn down the aisle.
,Riding a horse. Naked. Like Gumby.
,"Riding a log to a wet, explosive finish."
,Riding a sugar high.
,Riding a tandem bicycle alone
,Riding a unicorn over the rainbow
,Riding a unicycle while juggling bananas.
,Riding a unicycle.
,Riding bareback
,Riding in a mini-bus taxi.
,Riding in a mini-van taxi.
,"Riding in a shopping cart with your arms stretched out to the side while screaming ""MAKE WAY I'M A JET PLANE, MOTHER FUCKER!"""
,Riding my menstraul cycle.
,Riding off into the sunset.
,Riding the Loch Ness Monster while guzzling scotch.
,Riding the struggles bus.
,Riding with Ray Rice in an elevator.
,riding your horse into a courthouse and commanding it to shit on the judge
,"rig it,
dig it,
stig it,
quig it"
,Rigged elections
,Rigged elections.
,Rigor mortis.
,Rim jobs
,Riming the bowl of a festival toilet
,Rimjobs
,Rimjobs.
,RIMjobs.com: Blackberry's failed career portal.
,rimming the hole
,Rimming.
,RIMPAC!
,Ring finger tattoos.
,Ring Pops.
,Ring Pops™.
,Ringing out a sopping wet maxi pad into Donald Trump's mouth.
,Ringo Starr & His All-Starr Band.
,"Ringo, the last surviving Beatle."
,rings and things
,Rinsing your cock in the bathroom sink to increase the chances of getting a blow job.
,Rip its®.
,Rip Torn dropkicking anti-Semitic lesbians.
,Ripe melons.
,"ripe, bursting grapes"
,Ripped-up trade agreements.
,Ripping a dog in half.
,Ripping fat vapes.
,Ripping into a man's chest and pulling out his still-beating heart.
,"Ripping off one company, who already ripped off another company, who stole the idea from another company."
,Ripping off the Beatles.
,Ripping open a man’s chest and pulling out his still-beating heart.
,Ripping out anal beads like you're starting a lawnmower.
,Ripping the technicolor coat.
,Ripping up babies' body parts and selling them like they're parts to a Buick.
,Rising from the grave.
,Rising sea levels consistent with scientific predictions.
,Rising to power on a wave of ethnic nationalism.
,Ritalin®.
,Roach motels.
,Roach-infested sleep-away camp.
,Road head.
,Road rage
,Road trip with Mark Lundy
,Roadkill.
,Roaming through a wasteland of windblown trash and deserted highways.
,Roasting marshmallows over a crackling pile of burning Qurans.
,Roasting marshmallows.
,Roasting TOP SECRET s'mores over a burning barrel of classified material.
,Roasting your subordinates like a straight fucking savage.
,Rob Ford
,Rob Ford re-elected
,Rob Ford.
,robbing a sperm bank
,Robbing a sperm bank.
,Robbing dollar stores.
,Robbing the poor.
,"Robert ""Piggy"" Muldoon"
,Robert De Niro doing a poor impression of himself.
,Robert Downey Jr.
,"Robert Downey, Jr."
,Robert Mugabe
,Robin Thicke.
,Robin William's depression.
,Robin Williams.
,Robin Williams' ghost.
,Robinsons fruit shoot mixed with rohypnol
,Robocalls
,RoboCop.
,Robot sea monsters
,Robots who just want to party.
,Robots with human faces
,Rock bottom.
,Rock music and premarital sex.
,Rock-hard tits and a huge vagina.
,Rocket Labs next payload
,Rocking a 1.5 GPA.
,Rocky Balboa
,Rocky Mountain oysters
,Rocky relationships
,Rodney King.
,Roger. That. Shipmate.
,Rogers wireless customer service representatives
,Rogue ninja sperm
,Rogue waves.
,Rohypnol.
,Roid rage.
,"Roland the Farter, flatulist to the king."
,Role playing with moist towelettes.
,Roll a joint full of oregano.
,Roll around in a giant crisper drawer.
,Roller hockey
,Rollerblading across an active flight line wearing only UDT shorts and a smile.
,Rollerskating through the Pentagon wearing only Ranger panties and a PT belt.
,Rolling a D20 to save a failing marriage.
,Rolling a Humvee.
,Rolling another MRAP.
,Rolling around in the mud
,Rolling Bubble Boy down a hill.
,Rolling down a hill
,Rolling so hard.
,roly-poly old coach-horses
,Romantic acronyms like DTF and ATM.
,Romantic cancer.
,Romantic candlelight
,Ron Jeremy.
,"Ron Jeremy's foreskin, which is still bigger than my dick."
,Ron Paul.
,Ronald Reagan.
,Roofied Punch
,roofies
,Roofies.
,Roofying an entire house of newly rushed Sorority girls.
,Roofying her just for some god damn peace and quiet.
,Roommates that have never learned to wash a dish
,Root beer floats
,Rope
,Rope (DUPE)
,Rosa Parks calling shotgun.
,Rosa Parks.
,Rose scented Rosaries.
,Rose-colored glasses
,Rosemary's Baby
,Rosey Palm and her five sisters.
,Rosie O'Donnell's dick.
,Rosie O'Donnell's minge.
,Rosie O'Donnell's truck driver accent.
,Rotating shapes in mid-air so that they fit into other shapes when they fall.
,ROTC Cadets who deserve all of the ass beatings.
,Rotten eggs
,"Rough, anonymous sex."
,Roughing it in the field in a 3-star hotel.
,Route clearance.
,Roy Orbison Wrapped in cling film.
,Royally failing at a Pinterest recipe
,RPA operators with PTSD.
,rub it for good luck
,Rubber baby buggy bumpers
,Rubber balls and liquor.
,Rubber bands
,Rubber duckies.
,Rubber nipples.
,Rubber pants.
,Rubbing a bald head.
,Rubbing Ainsley Harriot`s spicy meat around your arshole.
,Rubbing Boris Johnson's belly until he falls asleep.
,Rubbing Boris Johnson’s belly until he falls asleep.
,Rubbing chocolate pudding all over Bill Cosby's nipples.
,Rubbing feces on tombstones.
,Rubbing her joy-button just the right way.
,Rubbing my bush all over your bald head.
,Rubbing my clit with a handgun.
,Rubbing my crotch up and down a street pole for change.
,Rubbing my period pussy on Steve Harvey's teeth.
,Rubbing one out.
,Rubbing Oprah's belly until it falls asleep.
,Rubbing sage all over my butt cancer.
,Rubbing the Buddha.
,Rubbing the pot roast all over my chest.
,rubbing their flanks
,rubbing your dick between your hands until it starts a small fire
,Rubbing your meat.
,Rubio's robot overlords.
,Rubio's sweat.
,Rubio's water bottle.
,Ruck march thigh chafing so bad it looks like you miscarried a Hot Pocket.
,Rudolph's pent up sexual frustration.
,Rudolph’s bright red balls.
,Rudy Giuliani in drag.
,Rugby Players.
,Ruined childhood dreams.
,Ruining a surprise party on purpose.
,Ruining an entire genre of moustaches.
,Ruining lives
,Ruining my asshole with superglue.
,Rule 34
,Rule 34.
,Ruling the world
,Rum Tum Tugger.
,Rumpleforeskin.
,Running a 14-minute mile
,Running a few errands before saving the galaxy.
,Running a red light.
,Running a Train
,Running afoul of the Sultan's Janissaries.
,Running and shitting at the same time.
,Running around barefoot in the rain.
,Running around like a guy with his chicken cut off.
,Running away from a herd of elephants
,Running away from home.
,Running away with the circus
,Running away with the circus.
,Running for your life multiple times in one day.
,Running full speed into a wall.
,Running indoors during Colors like the shitbag you are!
,Running into an ex just as your kid goes full tantrum
,Running into your parents at a swingers' club.
,Running it straight up the guts
,Running naked backwards through a field of dicks.
,"Running naked through a mall, pissing and shitting everywhere."
,Running naked through sprinklers.
,Running out of fucks.
,Running out of semen.
,Running out of stamina.
,Running out of things to talk about.
,Running out of time before you've cum in the brothel
,Running out of toilet paper after the most satisfying dump.
,Running out of toilet paper in an airline lavatory
,Running out of underwear at sleep-away camp.
,Running over a herd of prostitutes.
,Running over disabled children
,Running over your wife in the driveway
,Running Shoes
,Rupert Murdoch.
,"Rupert, my imaginary friend."
,rural Nebraskan strippers
,"Rush Limbaugh's soft, shitty body."
,Russell Crowe
,Russia
,"Russia, the Misunderstood Empire."
,Russian hackers.
,Russian homophobia.
,Russian mail order brides
,Russian roulette by eating expired meats.
,Russian spies
,Russian super-tuberculosis.
,RussianBrides.com
,rustling in unpaid-for silk
,rusty nails
,Rusty Trombone Girls
,Ruth Bader Ginsberg brutally graveling your penis.
,Ruth Bader Ginsburg brutally gaveling your penis.
,Ruth Bader Ginsburg's hard core rap album.
,"rwo in the cake, one in the pudding"
,Ryan Gosling riding in on a white horse.
,Ryanair.
,S & M
,S'more Schnapps.
,Sacrifical interns.
,Sacrificial virgins.
,Sacrificing Isaac to the Lord.
,Sacrificing Neighborhood Pets
,Sacrificing Uncle Tim.
,Sacrificing your first born to Satan.
,Sacrificing your firstborn to Satan.
,Sacrilege.
,Sad pancakes
,Saddam Hussein reenacting the Godfather with a group of Saddam Hussein lookalikes.
,safe family sex
,"Safe, low-voltage stimulation."
,Safety briefs with trigger warnings.
,saggy boobs
,Saggy Granny Tits
,Saggy old man ass
,Saggy post-pregnancy boobies
,Salami sandwiches.
,Salsa Night at Dave’s Cantina.
,Salt & vinegar chips & onion soup dip
,Salt in the sugar shakers
,Salt of the earth.
,Salty Airmen.
,Salty nuts.
,Salty semen
,Saluting Academy Cadets.
,Saluting Midshipmen.
,Saluting officer's wives.
,Saluting officers' wives.
,Saluting with your right hand then saluting with your left hand then Nazi saluting into a backflip.
,Salvia.
,Same sex marriage
,Same sex marriage.
,Same-sex ice dancing.
,Same-sex parents.
,Samuel L. Jackson.
,Sanctimommies
,Sanctuary cities
,Sand fleas. So many sand fleas.
,Sand in the cheeks
,Sand in the damnedest places.
,Sand in your butt.
,Sand stuck in your baithing suit
,Sanding off a man's nose.
,Sandwich.
,Sandy feet
,Sandy Hook.
,sanitary protection
,Santa Claus
,"Santa Claus teabagging a sleeping child, taking a picture and leaving it in the child's stocking."
,"Santa Claus teabagging a sleeping child, taking a picture, and leaving it in the child's stocking."
,Santa Claus.
,Santa cumming down your chimney.
,Santa's big fat sack
,Santa's heavy sack.
,Santa's lap.
,Santorum
,"Santorum, everywhere."
,Santorum: a frothy mixture of semen and fecal matter.
,Sapiosexual.
,Sarah Huckabee Sanders
,Sarah MendiYOLO.
,Sarah Palin
,Sarah Palin at Toastmasters™.
,Sarah Palin blaming her son's domestic violence arrest on Obama.
,Sarah Palin in a helicopter shooting seals with an AK-47.
,Sarah Palin.
,Sarah Palin's crazy pills.
,Sarah Palin's powdered breast milk as an MRE drink mix.
,Sarcasm so intense that it circles back to sincerity
,Sardines.
,Sarin gas attacks and other things that don't end goodly.
,SARS
,Sasquatch
,Satan.
,satanic rituals
,Satanists
,satisfaction guaranteed!
,Saturday morning cartoons
,Saturday night at a Steubenville Conference.
,Saturday Night Live®
,Sauna
,Sausage fests
,Savagely beating a mascot.
,Saving 20% or more on khakis.
,Saving a marriage with breast implants.
,Saving Africa one adoption at a time
,Saving baby bluebirds from an unstable nest
,Saving lives
,Saving the Rainforest Cafe.
,Saving up my boogers for ten years and then building the world's largest booger.
,saving your manhoods
,Saving yourself for marriage.
,Sawing an Airman in half during a USO magic show gone terribly wrong.
,sawing open your abdomen and pulling a baby out
,Saxophone solos.
,say 'hello' to my little friend
,"Saying ""Back in MY Marine Corps"" like a crusty old fuck."
,"Saying ""Back when I was in the Army"" like a condescending prick."
,"saying ""fuck it"" and dropping a roofie in your own drink"
,"Saying ""I love you."""
,"Saying ""I love you"" to get laid"
,"Saying ""I love you"" with puppy dog eyes"
,"Saying ""No Mas"" before even starting."
,"Saying ""Nuit Blanche was better last year"""
,Saying “eh” and “aboot” every other word.
,Saying “Excuse me” every time you fart.
,Saying “I'm sorry you feel that way.”
,Saying “Me so horny!” in a Yoda voice.
,Saying “what’s that?” And then stealing a french fry.
,Saying hi to Jesus for a friend.
,"Saying I'm too tired to go out, but then staying up till 4 a.m. on my phone."
,Saying no to drugs.
,Saying no to having another child
,Saying sorry too much
,Saying thank you when handed a booger
,Saying the longest prayer known to man
,Saying yes to drugs.
,Saying yes to the habit.
,Scalping the Milkybar Kid.
,Scalping the Milkybar Kid.
,Scalping.
,Scandals
,Scarborough problems
,Scaredy cat
,Scaring the bejeezus out of your Mom as she turns the corner.
,scaring the ladies like a crow-keeper
,Scarlett Johansson
,Scarlett Johansson.
,"Scars resulting from choices that, in hindsight are obviously stupid."
,Scary clowns
,Scary Spice
,Scat Porn
,Scatophilia.
,"Scatting, and not the singing kind."
,Scheduling a bunch of medical appointments because fuck it.
,Scheduling a C-section a week early.
,Scheduling some sexy time on your Google calendar.
,Schindler's List.
,Schlong
,Schmirler the Curler.
,School friends' uneducated views on sex
,School Girls
,School lunches
,School politics
,School prayer
,School suspension for a crime you didn't commit.
,School tuition payments larger than our monthly mortgage
,Science Baby
,Science deniers
,Science!
,Science.
,Scientologists
,Scientology.
,Scissoring
,"Scissoring, if that’s a thing."
,Scissoring.
,Scolding other peoples children.
,Scooby snacks™
,Scooping dog poop and realizing the bag is ripped after it's too late.
,Scoops of whipped cream on just the right places.
,Scooter
,Scoring Beyonce as your egg donor
,Scott Hahn.
,Scottish independence.
,Scousers.
,Scouting for disciples.
,Scouting for porn stars at a high school graduation.
,Scouting the Church before I sit.
,Scraping away the smegma
,scraping cum out of your hair
,"Scratch and sniff, 3D, next level porta-shitter artwork."
,Scratching an itch
,Scratching Your Back
,"Scratchy, uncomfortable sex."
,Screamin' Seamen!
,"Screaming ""FUCK YOUR FAT FACE"" over and over as loud as you can"
,"Screaming ""JESUS! FUCK, NOT AGAIN!"" while at the Denver Aquarium Shipwreck exhibit."
,"Screaming ""Let's not turn this rape into a murder"" at your kid's softball game."
,Screaming “there’s a hawk up my ass!”
,Screaming and screaming and never waking up.
,Screaming and Then Silence.
,Screaming at a deaf child.
,Screaming at inanimate objects.
,Screaming at my barista.
,Screaming at my pile of dirty clothes.
,Screaming at the top of your lungs in the library
,Screaming into a can of Pringles.
,Screaming like a maniac.
,Screaming Orgasm
,Screaming the F-word.
,Screwing
,"Scrimshaw, the art of bone carving."
,Scroggin with all the yoghurt-coated raisins picked out
,Scroggin with all the yogurt coated raisins picked out
,Scrolling on my phone until my eyes bleed.
,Scrooge McDuck's scientifically accurate corkscrew phallus.
,Scrotal frostbite.
,Scrotemeal.
,Scrotum
,Scrotum ironing.
,Scrotum tickling.
,Scrubbing under the folds.
,Scrumpdidlyumptious farts
,Scrupulosity.
,Scuba poopin'.
,Sculling frre beers in the Koru Lounge
,Scumbag Steve
,Sea and anchor detail.
,Sea biscuit
,Sea Donkey slime trails on the flight deck.
,"Sea Donkeys with lop-sided, hairy tits."
,Sea Lawyers.
,Sea slugs
,Sea stories.
,Sea Unicorns.
,Sea Warriors.
,Sea Whip Extract.
,Seabag inspections.
,Seahawks Super Bowl XLIX Championship t-shirts
,Seaman Schmuckatelli.
,Sean Connery.
,Sean Penn arm-wrestling El Chapo.
,Sean Penn.
,Sean Penn's Glock
,"Sean Spicer, Reince Priebus, Steve Bannon, Sebastian Gorka, Omarosa, Anthony Scaramucci, James Comey, Mike Flynn, Rex Tillerson, Ty Cobb, Andrew McCabe, K. T. McFarland, H. R. McMaster, Gary Cohn, Hope Hicks, Rob Porter, Scott Pruitt, and Tom Price."
,Sean Spicer's gaping and seeping wherever.
,Sean Spicer's thoughts on Hitler.
,"Searching for ""National Geographic® tits"" on the internet."
,Searching for a black box
,Searching for African Slaves on Amazon Prime.
,Seated aerobics.
,Second Amendment activists
,Second degree knee burns from gargling flight crew ballz.
,Second hand toilet roll.
,Second or Third World Countries.
,Second-hand racism.
,Second-rate minorities.
,Secret admirers.
,Secret campaign donors
,Secret CIA moon prisons.
,Secret crush announced on the school P.A.
,Secret FEMA schlonging camps.
,"Secret government files or flies, whichever"
,secret intelligence from the Diety
,Secret Lover
,Secret police
,Secret Service hookers
,Secret Service laundry Trips.
,Secret squirrel secrets.
,"Secret underground bunkers or debunkers, whichever"
